pid,label,order,layout,collection,thumbnail,full,manifest
SAP_8287,Fire,0,iiif-image-page,my_coll,"/img/derivatives/iiif/images/SAP_8287/full/250,/0/default.jpg","/img/derivatives/iiif/images/SAP_8287/full/1140,/0/default.jpg",/img/derivatives/iiif/SAP_8287/manifest.json
